campaign_type,platform,region,device,age_group,season,campaign_date,budget,impressions,clicks,likes,shares,comments,leads,conversions,customer_rating,revenue,spend,profit,roi,bounce_rate,session_duration_sec
search,linkedin,south,mobile,35-44,festive,2025-04-18,35376.0,479400,13429,7756,1825,634,2457,528,4.2,5824575.84,31242.04,5793333.8,18543.39,39.73,310.0
social media,linkedin,central,mobile,45-54,festive,2024-05-10,147996.0,1499039,28461,28411,6329,2068,2717,166,5.0,1373432.39,155066.52,1218365.87,785.71,50.04,242.0
influencer,linkedin,north,mobile,25-34,monsoon,2025-10-28,28725.0,438971,14424,7236,637,585,3239,267,3.0,906151.34,24191.26,881960.08,3645.78,50.04,102.0
social media,youtube,west,mobile,45-54,monsoon,2023-11-12,112972.0,1158897,27418,28731,5349,981,5757,2612,4.2,6401600.87,99609.7,6301991.17,6326.68,56.59,69.0
influencer,facebook,central,mobile,18-24,winter,2023-04-30,84202.0,1643258,68029,80588,15855,7452,4888,952,4.3,2415597.42,79009.14,2336588.28,2957.36,71.61,153.0
affiliate,instagram,west,tablet,25-34,monsoon,2023-04-02,103041.0,876383,23398,30115,2832,1245,4014,1522,3.3,9458824.38,109185.92,9349638.46,8563.04,50.05,422.0
search,x,south,desktop,25-34,winter,2023-05-11,16839.0,208675,4127,3232,279,377,183,49,4.0,538085.0,13655.05,524429.95,3840.56,73.81,89.0
email,x,south,mobile,45-54,monsoon,2025-04-29,27281.0,151150,3772,1697,371,137,822,115,4.0,951168.68,28842.09,922326.59,3197.85,56.49,444.0
affiliate,instagram,south,mobile,45-54,summer,2025-11-20,85381.0,1190852,38480,22183,3282,961,11004,3973,3.1,22844028.34,72297.5,22771730.84,31497.26,46.8,185.0
email,youtube,east,mobile,35-44,monsoon,2024-05-21,95399.0,781933,28468,39479,6868,2407,10168,1006,4.0,1290071.44,79276.52,1210794.92,1527.31,73.83,212.0
influencer,youtube,west,tablet,25-34,festive,2024-07-26,62554.0,509666,14941,24739,5506,3280,4669,1643,5.0,25471732.88,59662.47,25412070.41,42593.06,25.08,115.0
influencer,google ads,east,mobile,25-34,winter,2024-12-12,24320.0,463164,14893,23508,4538,2696,3458,820,3.5,9498836.26,22386.39,9476449.87,42331.3,28.66,75.0
influencer,youtube,west,mobile,18-24,festive,2023-10-15,338603.0,5634165,114954,91046,19151,10620,14032,3374,3.8,43102458.04,299672.84,42802785.2,14283.17,59.77,197.0
social media,google ads,west,tablet,55+,winter,2024-11-04,17232.0,150966,3187,4325,934,633,537,159,4.5,931990.09,16484.31,915505.78,5553.8,40.17,86.0
social media,google ads,south,tablet,35-44,festive,2025-08-05,153471.0,1428160,24898,23294,4618,2497,4737,691,5.0,2197688.44,162763.74,2034924.7,1250.23,50.67,143.0
affiliate,linkedin,central,tablet,45-54,summer,2024-09-19,63881.0,843842,24221,28541,1774,4231,6070,316,3.8,3122114.57,55475.91,3066638.66,5527.87,61.78,116.0
email,linkedin,west,tablet,35-44,summer,2025-01-08,18665.0,179994,3642,4369,427,605,248,16,3.8,71138.25,18596.95,52541.3,282.53,20.69,289.0
influencer,linkedin,east,desktop,25-34,festive,2023-02-05,21666.0,537358,22360,9280,1716,871,1914,403,3.9,5031845.92,17731.84,5014114.08,28277.46,32.31,132.0
influencer,youtube,north,desktop,35-44,festive,2025-02-11,124933.0,2347052,84996,111556,21607,11035,14065,4612,3.4,56592978.65,109318.61,56483660.04,51668.84,57.45,326.0
affiliate,linkedin,central,desktop,25-34,monsoon,2024-06-12,63630.0,993755,31020,44456,5190,6212,4094,195,3.4,802231.29,67347.41,734883.88,1091.18,43.03,344.0
email,facebook,east,tablet,45-54,festive,2024-09-18,115332.0,2030627,42691,57599,4802,1898,8250,2000,4.8,13595429.77,99822.46,13495607.31,13519.61,21.1,146.0
influencer,youtube,west,desktop,25-34,winter,2024-10-30,82784.0,703694,35255,36484,6527,4476,2518,955,4.0,9556332.32,75667.71,9480664.61,12529.34,22.72,99.0
social media,linkedin,central,mobile,55+,summer,2025-05-15,93620.0,975272,22739,16017,883,1024,3145,267,4.5,549888.71,79725.92,470162.79,589.72,52.77,170.0
influencer,instagram,central,tablet,25-34,festive,2023-11-09,57981.0,880490,35781,19088,3021,1159,4840,618,4.1,10835027.75,62705.47,10772322.28,17179.24,25.19,113.0
search,x,central,tablet,55+,winter,2024-06-03,34263.0,425389,10803,12714,714,1093,2163,429,3.6,4508925.8,30447.74,4478478.06,14708.74,46.48,148.0
social media,x,north,tablet,55+,monsoon,2023-03-19,31386.0,239811,5256,7101,849,1053,503,46,3.1,267980.09,28383.1,239596.99,844.15,75.08,47.0
search,facebook,east,tablet,45-54,monsoon,2023-11-13,28559.0,441008,9922,17164,3317,1617,493,90,4.0,717321.49,25494.91,691826.58,2713.59,50.04,116.0
social media,linkedin,south,mobile,18-24,winter,2024-06-01,93837.0,1235175,42391,42379,7020,5950,2832,252,4.9,593590.35,89296.61,504293.74,564.74,64.55,161.0
influencer,facebook,north,tablet,55+,summer,2025-12-06,35647.0,361000,20260,20921,2312,2098,5705,1334,2.7,5212364.19,34234.32,5178129.87,15125.55,35.77,146.0
email,instagram,east,tablet,18-24,winter,2024-02-19,18499.0,337556,11320,9320,1188,805,2512,418,3.5,5014869.73,19388.41,4995481.32,25765.3,76.67,158.0
influencer,facebook,north,mobile,25-34,festive,2025-05-10,19726.0,582664,19278,33773,6700,1916,3626,361,3.2,1477438.69,20859.69,1456579.0,6982.75,38.46,291.0
social media,x,west,desktop,18-24,summer,2025-06-13,229407.0,1278206,19511,16535,2317,989,4167,501,4.0,5102496.42,230153.13,4872343.29,2117.0,24.79,99.0
search,instagram,south,tablet,18-24,monsoon,2023-11-08,54664.0,295459,11678,5414,1007,231,2571,673,3.9,473469.27,49333.79,424135.48,859.73,73.58,154.0
email,youtube,central,mobile,45-54,winter,2024-08-24,29496.0,550017,6260,6526,681,664,1528,390,3.1,1228570.42,25070.73,1203499.69,4800.42,41.3,192.0
affiliate,linkedin,west,desktop,18-24,festive,2023-03-13,64676.0,1600109,30822,43716,9595,2514,6787,2057,4.3,19332660.5,55085.54,19277574.96,34995.71,51.94,209.0
affiliate,instagram,south,mobile,18-24,winter,2025-12-26,54832.0,926620,40439,41375,5118,1430,11799,4579,3.7,22696696.02,59174.6,22637521.42,38255.47,66.58,77.0
influencer,x,central,desktop,35-44,winter,2023-08-05,51474.0,917560,39292,20784,2457,2962,3916,272,4.8,2397515.15,49464.18,2348050.97,4746.97,46.86,281.0
email,facebook,east,desktop,18-24,winter,2025-03-09,19429.0,123781,1714,2897,306,257,506,39,3.2,246849.85,15755.08,231094.77,1466.8,44.0,58.0
affiliate,linkedin,central,desktop,25-34,monsoon,2024-12-23,25746.0,262033,5078,8430,1632,856,474,121,3.5,436416.87,25711.64,410705.23,1597.35,77.12,78.0
email,linkedin,north,mobile,25-34,winter,2023-04-12,115375.0,2177877,56048,75166,11340,4283,12928,2946,3.4,34297692.32,93891.13,34203801.19,36429.21,36.23,69.0
email,x,south,desktop,35-44,monsoon,2025-01-26,89535.0,392038,11924,21420,2750,2305,1675,334,4.0,2656849.25,71676.93,2585172.32,3606.7,63.75,358.0
search,facebook,north,tablet,55+,monsoon,2024-01-02,37091.0,261863,7602,6776,1091,440,518,140,4.0,370079.6,39058.44,331021.16,847.5,49.08,141.0
influencer,youtube,north,tablet,18-24,festive,2023-09-02,55479.0,1055687,31609,39590,9508,3572,10844,1906,4.4,33398035.84,46850.63,33351185.21,71186.2,63.03,161.0
email,google ads,north,mobile,25-34,summer,2024-02-08,89533.0,1264423,18365,12566,1494,682,1813,703,4.0,783657.2,72363.39,711293.8099999999,982.95,52.51,58.0
influencer,linkedin,west,mobile,18-24,monsoon,2025-03-04,71858.0,985540,24132,27189,4275,1685,4725,378,5.0,3485253.51,58409.87,3426843.64,5866.89,49.84,176.0
social media,youtube,south,desktop,45-54,winter,2023-07-15,33544.0,400999,16085,17432,1131,1909,2618,361,5.0,1118173.19,32667.06,1085506.13,3322.94,47.39,91.0
social media,instagram,north,desktop,35-44,monsoon,2023-10-23,48847.0,662057,24781,17965,3228,2374,6104,1788,4.6,2391026.77,48187.19,2342839.58,4861.96,49.14,236.0
email,youtube,east,tablet,45-54,winter,2024-01-24,64945.0,1165481,29965,36344,4856,3299,10261,4460,4.2,23116437.24,63007.23,23053430.01,36588.55,24.95,84.0
affiliate,instagram,west,mobile,55+,winter,2025-11-15,44167.0,439160,10330,11621,1468,632,1658,525,3.8,276903.56,40648.16,236255.4,581.22,56.92,108.0
influencer,linkedin,east,desktop,55+,festive,2025-08-26,54494.0,981718,16176,14097,3134,1346,656,159,4.5,1936396.15,56444.47,1879951.68,3330.62,25.0,64.0
affiliate,linkedin,south,tablet,18-24,winter,2023-03-22,19053.0,178777,5131,7710,1314,942,923,275,3.7,715495.45,18091.76,697403.69,3854.81,33.53,330.0
search,x,south,mobile,45-54,festive,2025-04-19,28350.0,746955,17987,29021,1745,1755,2882,571,3.4,7826124.29,30632.83,7795491.46,25448.16,60.79,112.0
social media,google ads,south,desktop,18-24,summer,2025-07-01,47025.0,324344,5157,2765,172,355,1760,510,3.7,317633.87,49357.56,268276.31,543.54,77.47,121.0
influencer,instagram,west,desktop,45-54,monsoon,2025-07-19,33849.0,407830,10143,4181,1015,429,755,187,4.3,239777.53,33567.7,206209.83,614.31,25.48,178.0
email,facebook,central,tablet,18-24,winter,2023-05-23,28927.0,456474,10799,17419,1344,1917,1486,288,4.1,206061.58,25375.96,180685.62,712.03,24.44,161.0
social media,x,south,desktop,35-44,festive,2025-06-14,56390.0,727790,9659,10190,773,736,307,30,4.7,290843.82,46416.81,244427.01,526.59,31.78,347.0
social media,google ads,south,desktop,25-34,festive,2023-03-05,67947.0,1284564,20702,35205,4482,4309,2037,294,3.5,4693794.91,62269.42,4631525.49,7437.88,24.68,180.0
influencer,youtube,central,tablet,35-44,winter,2023-11-26,122433.0,1035475,6453,10853,1015,1157,853,107,4.5,357005.28,101586.4,255418.88000000003,251.43,73.66,129.0
affiliate,facebook,north,desktop,45-54,festive,2024-03-15,112053.0,2761692,83340,40759,6345,4952,8897,1297,4.6,15864365.04,118668.85,15745696.19,13268.6,46.43,134.0
social media,instagram,central,tablet,25-34,monsoon,2023-04-11,46672.0,235298,5522,9766,2203,924,321,22,5.0,180598.43,40040.26,140558.16999999998,351.04,20.18,28.0
search,youtube,north,tablet,18-24,festive,2025-03-10,131675.0,2781853,125230,218932,40837,7337,7444,1944,3.8,21220112.95,112012.22,21108100.73,18844.46,63.7,350.0
search,instagram,central,tablet,25-34,winter,2023-05-30,92029.0,990985,30997,42572,4443,4498,10327,2230,3.1,10562624.2,100671.58,10461952.62,10392.16,65.92,81.0
search,x,north,mobile,25-34,summer,2023-10-29,53157.0,710193,10611,18862,2613,2103,412,80,4.0,286502.2,53524.35,232977.85,435.27,70.38,202.0
email,youtube,south,desktop,35-44,winter,2023-10-29,105072.0,1143496,5914,7311,749,702,1642,719,4.0,530451.1,94746.61,435704.49,459.86,29.77,128.0
email,google ads,west,mobile,18-24,summer,2023-07-24,282927.0,2883745,14340,21228,5028,2859,2126,464,4.5,3724482.39,299162.64,3425319.75,1144.97,46.76,326.0
email,x,south,tablet,55+,festive,2023-10-01,71243.0,730278,14957,7065,1413,1036,3263,849,5.0,8823357.13,74989.33,8748367.8,11666.15,36.42,76.0
affiliate,youtube,north,tablet,25-34,summer,2024-01-18,62654.0,729259,31269,50646,3897,7133,10313,916,4.0,3345208.04,62060.15,3283147.89,5290.27,24.6,343.0
social media,x,south,tablet,45-54,festive,2025-06-20,92207.0,2031387,53374,75625,15208,4883,7141,1979,4.6,33292060.59,88852.12,33203208.47,37369.07,66.62,92.0
affiliate,x,east,desktop,35-44,winter,2025-09-20,79249.0,1475113,28637,25036,6190,2509,4866,706,5.0,8031028.88,79182.46,7951846.42,10042.43,28.99,83.0
influencer,facebook,east,mobile,25-34,winter,2025-11-02,84251.0,425671,12963,22695,4453,1590,1706,462,3.8,4085020.01,68007.29,4017012.72,5906.74,42.76,456.0
social media,linkedin,east,mobile,55+,winter,2023-11-20,30580.0,344889,2497,1670,114,83,201,15,4.1,159515.63,27642.97,131872.66,477.06,67.97,79.0
search,youtube,west,mobile,35-44,winter,2025-04-26,247940.0,2628296,110852,65590,3306,5378,9940,2922,3.8,25662307.1,231901.89,25430405.21,10966.02,51.49,271.0
search,linkedin,west,desktop,45-54,festive,2023-08-29,61118.0,1383938,31879,35423,4775,2260,3622,775,3.6,6589261.71,63457.72,6525803.99,10283.7,20.67,56.0
social media,google ads,central,mobile,35-44,winter,2024-10-18,38792.0,329885,14883,7382,883,713,3021,414,4.7,4803690.19,41785.96,4761904.23,11395.94,50.04,122.0
influencer,x,north,mobile,25-34,festive,2025-10-04,165140.0,1612403,33178,49013,11897,6162,7407,1864,4.2,30527977.17,139129.83,30388847.340000004,21842.08,33.38,317.0
search,google ads,north,desktop,45-54,winter,2023-04-29,77744.0,530208,4865,5240,303,612,1388,484,4.3,3990077.43,84231.86,3905845.57,4637.02,43.54,310.0
influencer,instagram,south,tablet,35-44,summer,2023-03-27,34297.0,415753,18221,26880,5456,4002,3771,1232,3.6,8081393.85,34379.83,8047014.02,23406.21,65.87,78.0
affiliate,google ads,west,tablet,25-34,summer,2024-05-05,122024.0,699653,21928,31962,7557,1492,3235,742,5.0,1041777.79,112506.52,929271.27,825.97,61.08,224.0
influencer,facebook,north,mobile,55+,festive,2023-05-27,95154.0,1098875,26654,21081,4117,3048,8752,1851,3.8,48504791.900000006,90309.48,48414482.42000001,53609.52,22.62,313.0
affiliate,x,north,tablet,35-44,festive,2024-02-02,64469.0,1630116,30947,18326,3580,1445,6674,1616,4.1,6011516.93,63819.38,5947697.55,9319.58,34.07,159.0
search,google ads,north,tablet,18-24,monsoon,2024-09-15,113615.0,1763388,31078,41220,10173,2761,2953,597,5.0,829142.27,102553.82,726588.45,708.49,54.76,79.0
email,youtube,east,desktop,55+,monsoon,2023-11-26,25810.0,244719,7655,10072,2421,662,995,121,4.0,979765.23,23118.18,956647.05,4138.07,60.98,53.0
search,facebook,central,tablet,18-24,summer,2025-11-12,112755.0,1293275,41403,71153,7276,5675,12949,2831,3.3,1622730.38,92068.9,1530661.48,1662.52,65.09,30.0
influencer,x,east,mobile,18-24,festive,2024-08-08,63921.0,1665416,17644,8126,710,779,3316,538,4.3,2834340.21,65201.75,2769138.46,4247.03,78.81,145.0
social media,google ads,west,tablet,35-44,monsoon,2025-09-01,43805.0,489682,17534,20567,5099,1320,916,347,4.1,2451676.21,46137.65,2405538.56,5213.83,59.62,151.0
influencer,google ads,south,tablet,35-44,monsoon,2025-07-05,147010.0,1770170,27261,43051,6419,2147,10039,2222,4.0,13678884.73,120264.96,13558619.77,11273.96,26.97,218.0
influencer,google ads,east,tablet,35-44,summer,2024-03-05,20564.0,225427,7404,4173,805,220,1347,99,4.3,909806.0,17874.49,891931.51,4989.97,27.21,231.0
influencer,x,south,mobile,18-24,winter,2023-03-10,82929.0,1316076,11626,12810,1291,1326,2527,511,5.0,4426485.8,73687.88,4352797.92,5907.07,23.07,89.0
affiliate,instagram,central,tablet,25-34,winter,2024-11-27,24881.0,164414,3603,4898,913,580,385,108,2.4,466411.15,22521.14,443890.01,1970.99,39.39,286.0
affiliate,facebook,east,desktop,25-34,monsoon,2023-06-19,16378.0,185740,1266,1056,63,128,63,17,3.1,133811.04,15752.53,118058.51,749.46,49.68,209.0
social media,facebook,central,mobile,18-24,monsoon,2025-04-11,32658.0,272760,5504,3403,409,316,289,16,3.6,6899.41,28942.06,-22042.65,-76.16,32.61,185.0
influencer,facebook,west,tablet,35-44,winter,2024-06-29,55251.0,490038,9030,15919,2977,604,1031,321,4.8,2314885.92,51048.42,2263837.5,4434.69,63.79,256.0
influencer,youtube,south,desktop,25-34,winter,2023-11-16,108268.0,568668,19046,27070,3993,2839,4885,386,5.0,22945190.55,115797.42,22829393.13,19714.94,39.29,243.0
social media,facebook,east,mobile,25-34,winter,2025-12-24,79746.0,984729,12546,15424,3544,1327,3854,238,4.0,1141791.86,81273.47,1060518.39,1304.88,71.29,161.0
affiliate,google ads,central,mobile,35-44,festive,2024-10-22,42308.0,552469,15596,15805,1927,2200,5838,2173,4.9,5786079.71,39453.83,5746625.88,14565.44,56.79,469.0
email,youtube,east,mobile,25-34,winter,2024-05-09,42938.0,409613,14560,9350,1419,731,1033,145,4.9,751807.85,39043.51,712764.34,1825.56,57.75,122.0
email,youtube,south,desktop,25-34,festive,2023-09-21,66881.0,769882,9974,14942,2447,1630,2294,710,4.5,5146586.63,64661.97,5081924.66,7859.22,50.04,357.0
affiliate,google ads,south,mobile,25-34,winter,2023-05-16,198267.0,2233695,67987,49934,3138,4449,17635,1451,3.3,13285817.58,169327.2,13116490.38,7746.24,58.03,221.0
affiliate,youtube,south,mobile,18-24,festive,2023-06-02,29905.0,367588,10626,16652,3134,1557,3635,1559,4.9,18285351.87,27302.63,18258049.24,66872.86,50.04,524.0
influencer,instagram,central,mobile,35-44,monsoon,2023-12-28,44667.0,249072,6932,10476,1282,1432,278,88,4.0,200251.22,36010.36,164240.86,456.09,44.09,166.0
search,youtube,west,mobile,35-44,winter,2025-12-18,53815.0,462398,12177,19180,3894,1091,1142,286,3.9,289389.35,53637.83,235751.52,439.52,70.12,143.0
influencer,x,east,tablet,35-44,festive,2024-06-11,58486.0,1383902,26974,43788,6688,2373,5776,1552,4.6,4148096.26,50395.28,4097700.98,8131.12,31.82,121.0
email,youtube,south,mobile,18-24,summer,2024-01-09,124466.0,1056255,29491,38696,8360,5773,3151,955,3.9,3232804.01,133445.47,3099358.54,2322.57,46.42,100.0
search,youtube,south,mobile,25-34,monsoon,2023-02-01,90534.0,801111,31450,29549,3367,3116,10263,959,3.5,1455748.0,74357.52,1381390.48,1857.77,37.6,96.0
influencer,x,east,tablet,55+,winter,2025-01-26,96467.0,1697717,68980,111028,21418,13241,2878,583,4.0,5715352.44,91360.84,5623991.600000001,6155.8,64.66,161.0
influencer,facebook,west,desktop,18-24,winter,2024-10-17,32862.0,512850,11218,8631,625,1269,3306,1074,4.2,10910442.4,28534.3,10881908.1,38136.24,53.58,125.0
affiliate,facebook,north,desktop,18-24,summer,2023-06-27,26050.0,318246,7366,4727,1092,315,743,116,3.4,725398.43,22670.25,702728.18,3099.78,44.89,53.0
search,instagram,central,mobile,25-34,summer,2025-09-21,35331.0,204589,4148,4348,745,344,1413,575,4.4,2670779.83,36794.84,2633984.99,7158.57,75.44,161.0
influencer,google ads,east,desktop,25-34,monsoon,2025-01-24,74564.0,713897,17229,20133,3571,2351,2919,1342,3.4,6266759.65,76569.82,6190189.83,8084.37,53.12,163.0
affiliate,instagram,east,mobile,18-24,festive,2025-04-27,69582.0,1799965,31143,16807,1129,910,3327,925,3.5,13949607.73,62086.68,13887521.05,22367.96,55.67,121.0
email,google ads,central,tablet,45-54,festive,2023-08-14,36003.0,799359,13415,6185,466,900,2265,531,4.1,4523105.0,34936.51,4488168.49,12846.64,69.94,43.0
search,google ads,south,desktop,45-54,winter,2023-04-01,35964.0,377738,8048,8194,639,596,467,150,4.6,1067195.75,34100.88,1033094.87,3029.53,30.14,241.0
email,linkedin,west,desktop,45-54,monsoon,2024-02-13,68636.0,340888,9308,9949,1080,706,1880,205,4.6,651586.81,60215.77,591371.04,982.09,23.74,84.0
email,linkedin,west,desktop,25-34,festive,2023-09-19,25940.0,358615,18065,22570,3808,1381,2790,430,5.0,1267852.42,21129.98,1246722.44,5900.25,50.04,183.0
email,linkedin,west,mobile,45-54,monsoon,2024-05-25,171270.0,1148433,48141,36556,7371,1821,1550,359,3.9,409833.88,161865.42,247968.46,153.19,61.09,221.0
email,x,east,desktop,25-34,summer,2023-03-11,24589.0,285181,4949,3434,232,443,788,178,4.1,481769.04,20606.45,461162.59,2237.95,42.77,64.0
search,facebook,south,desktop,35-44,summer,2023-08-24,87277.0,1555365,46517,55816,10322,4943,4102,887,4.2,5682903.2,76344.2,5606559.0,7343.79,49.39,68.0
affiliate,google ads,central,mobile,35-44,summer,2023-07-01,164242.0,1908858,57700,80921,10969,7550,6916,648,4.1,4880850.26,173347.16,4707503.1,2715.65,61.11,73.0
email,google ads,south,mobile,45-54,winter,2023-09-17,108475.0,1474106,52178,42454,2914,5489,15658,6857,3.8,48129588.0,90399.58,48039188.42,53140.94,67.02,144.0
social media,youtube,north,mobile,25-34,festive,2023-10-07,41644.0,660943,14785,14728,1080,2100,5731,1491,4.3,18200166.66,44366.98,18155799.68,40921.87,44.29,69.0
search,google ads,north,tablet,35-44,festive,2025-01-05,29868.0,322365,13129,15174,1188,1148,2726,1281,3.9,10130681.02,31866.85,10098814.17,31690.66,57.74,160.0
email,x,west,desktop,25-34,festive,2023-08-20,27641.0,741498,30923,35857,5712,2367,3626,593,4.7,4508933.3,24705.73,4484227.569999999,18150.56,33.19,161.0
affiliate,x,west,desktop,45-54,summer,2024-07-29,3476.0,28189,971,1366,76,74,105,20,3.7,197644.48,3463.19,194181.29,5607.01,41.15,144.0
affiliate,facebook,south,tablet,25-34,winter,2023-12-17,115432.0,1089230,40261,56708,11792,6309,12789,1561,4.7,3686893.48,120632.71,3566260.77,2956.3,74.22,162.0
influencer,x,central,desktop,35-44,festive,2023-12-29,38506.0,634808,23805,40566,8243,2273,1944,517,3.5,9259969.99,36090.25,9223879.74,25557.82,31.35,71.0
social media,google ads,south,tablet,35-44,winter,2023-01-11,50631.0,812580,25562,41288,5427,3882,3608,1671,4.3,19714136.88,46417.75,19667719.13,42371.12,22.61,195.0
search,x,east,desktop,35-44,festive,2023-11-16,33441.0,579416,26576,37652,6329,4491,5682,1480,3.8,1882927.9,36000.7,1846927.2,5130.25,67.85,80.0
influencer,x,central,tablet,25-34,winter,2023-02-16,121786.0,1037330,29459,27814,2704,3502,2048,97,4.9,207456.08,107010.92,100445.16,93.86,45.78,272.0
email,linkedin,west,mobile,35-44,monsoon,2023-11-28,290335.0,2807057,37291,44903,10738,1421,8602,2664,3.6,24686054.88,263817.63,24422237.25,9257.24,50.04,43.0
email,youtube,central,tablet,45-54,festive,2025-02-12,36931.0,277907,9757,16919,2957,1138,2501,331,3.6,294634.42,35899.09,258735.33,720.73,71.57,334.0
email,instagram,west,mobile,25-34,summer,2023-12-08,27642.0,250115,4636,7328,655,429,960,119,3.9,351062.13,28914.6,322147.53,1114.13,23.28,150.0
influencer,linkedin,south,desktop,45-54,festive,2023-03-11,47244.0,1127559,23365,28593,3637,3657,2854,753,3.7,2597687.49,50548.41,2547139.08,5039.01,63.29,129.0
influencer,google ads,east,tablet,45-54,festive,2025-12-18,54246.0,1100474,34356,30868,1679,1630,9988,871,4.2,3384909.88,52994.52,3331915.36,6287.28,20.58,161.0
social media,x,south,mobile,25-34,summer,2023-08-20,51154.0,262843,6052,8692,1230,499,1449,118,4.3,533152.71,44096.83,489055.88,1109.05,48.52,33.0
search,linkedin,central,tablet,55+,summer,2023-06-15,153981.0,2130833,24131,12433,2282,728,4364,1131,3.4,2584071.24,150447.67,2433623.5700000003,1617.59,25.02,152.0
search,google ads,central,tablet,55+,festive,2024-07-06,89748.0,2175900,45670,69109,10799,2845,3319,804,4.4,7745195.2,72368.01,7672827.19,10602.51,50.04,166.0
search,instagram,east,mobile,55+,monsoon,2023-08-05,66281.0,575626,7119,7301,934,1019,2271,931,4.1,6244881.78,63709.57,6181172.21,9702.11,50.04,122.0
social media,google ads,south,tablet,45-54,summer,2024-03-05,115711.0,1873307,28586,16450,1007,1471,6946,1880,2.8,9445886.35,105934.67,9339951.68,8816.71,38.71,255.0
influencer,instagram,west,desktop,45-54,monsoon,2025-03-08,131582.0,1382583,29769,28972,5594,3455,4083,1583,4.4,14879187.49,114046.06,14765141.43,12946.65,50.04,430.0
email,google ads,north,mobile,35-44,winter,2023-08-19,38771.0,648724,18365,25475,1808,1548,855,369,3.5,1452569.8,35282.09,1417287.71,4017.02,47.8,242.0
influencer,instagram,south,mobile,45-54,winter,2024-08-20,25275.0,306867,9667,8668,1605,1169,1666,490,5.0,4994835.54,23520.85,4971314.69,21135.78,21.57,71.0
email,x,north,tablet,55+,winter,2024-12-13,59211.0,308679,12905,18974,4529,767,1702,142,3.9,336784.3,51456.18,285328.12,554.51,35.94,352.0
affiliate,x,south,desktop,25-34,winter,2024-06-06,55608.0,641154,16805,17453,2105,773,2836,165,4.1,722822.42,50117.97,672704.4500000001,1342.24,37.84,129.0
email,linkedin,south,mobile,25-34,festive,2025-10-03,49992.0,1419735,45146,52839,13113,3759,9459,2192,3.9,19880926.76,43135.43,19837791.33,45989.55,47.3,122.0
influencer,google ads,south,mobile,18-24,monsoon,2025-05-12,45396.0,630605,19498,26874,4395,1566,4177,864,3.8,1806494.24,40094.34,1766399.9,4405.61,67.17,189.0
influencer,x,south,mobile,18-24,winter,2025-01-21,17575.0,242857,6509,10105,2249,1398,1025,100,3.7,669565.17,16419.54,653145.63,3977.86,69.21,247.0
influencer,google ads,central,mobile,45-54,monsoon,2023-01-26,167294.0,2602864,76744,91020,17833,13458,3480,445,3.6,1223109.16,149755.14,1073354.02,716.74,34.41,114.0
email,google ads,west,tablet,18-24,monsoon,2025-10-31,73224.0,790459,34348,52575,10857,2411,5820,796,3.5,3173937.4,71630.99,3102306.41,4330.96,29.77,115.0
social media,facebook,east,tablet,35-44,winter,2023-10-17,25132.0,134753,3082,3253,724,424,526,110,3.7,1080000.09,24862.8,1055137.29,4243.84,62.0,65.0
email,x,south,desktop,55+,festive,2025-07-06,49921.0,789973,14122,19587,3851,2096,1457,363,3.1,5191333.98,42522.23,5148811.75,12108.52,59.96,45.0
influencer,youtube,north,mobile,18-24,festive,2025-03-06,98027.0,2376908,52015,73388,15280,6314,2041,799,3.4,8116351.4,91687.49,8024663.91,8752.19,58.54,258.0
email,google ads,north,mobile,35-44,summer,2023-12-12,154256.0,930523,6385,4892,740,409,870,407,3.1,2709897.79,134023.53,2575874.26,1921.96,43.75,241.0
social media,linkedin,east,mobile,55+,winter,2024-05-04,106759.0,1791861,37328,16642,3126,1446,9971,952,4.1,6413736.79,107844.77,6305892.0200000005,5847.19,62.15,268.0
influencer,linkedin,north,mobile,35-44,festive,2025-08-15,58137.0,801712,30393,40176,2492,6022,5038,448,4.8,3183037.15,56962.62,3126074.53,5487.94,64.19,110.0
search,instagram,east,tablet,18-24,festive,2025-08-09,37791.0,831958,13190,8851,1762,906,3658,1173,4.0,10315278.97,41217.15,10274061.82,24926.67,50.27,101.0
search,linkedin,central,desktop,35-44,festive,2023-07-22,179267.0,5149656,113714,65528,10884,5899,12916,2090,5.0,3197168.18,187517.81,3009650.37,1604.99,70.58,380.0
social media,x,west,tablet,35-44,monsoon,2024-11-29,139549.0,1127725,30078,26935,3692,1563,2319,419,4.4,1285365.2,114460.16,1170905.04,1022.98,68.86,199.0
social media,youtube,south,mobile,55+,festive,2023-10-16,42983.0,1241287,46769,61648,14120,3672,13440,3496,3.9,217196510.8,46521.17,217149989.63,466776.72,31.78,230.0
email,google ads,central,mobile,55+,summer,2025-01-18,52797.0,548796,14144,20353,2608,1722,2609,280,4.3,2552994.55,42510.56,2510483.99,5905.55,39.63,149.0
affiliate,linkedin,east,desktop,55+,summer,2023-09-04,90421.0,788273,21190,10030,1394,504,1287,234,3.7,2039001.53,89469.75,1949531.78,2178.98,77.5,120.0
influencer,youtube,east,tablet,35-44,monsoon,2025-04-24,58397.0,777252,18503,28546,2150,1568,4514,798,3.6,5719252.11,55823.37,5663428.74,10145.26,63.38,63.0
influencer,facebook,north,tablet,55+,winter,2025-02-05,106720.0,2007719,77331,122729,24060,5491,5603,388,4.0,887236.46,113129.77,774106.69,684.26,36.88,129.0
